Year,Country,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change,Adjusted savings: net national savings (current US$),Adjusted savings: particulate emission damage (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Air transport, passengers carried",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"International tourism, expenditures (current US$)","International tourism, receipts (current US$)",Military expenditure (current USD),Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total,Country / Economy,Region,Income,Intl tourism expenditures recipts and asylum seekers,Intl tourism expenditures receipts and military,net inflows UN and refugee pop,SUM REFUGEE and undernourishment
2019,Russian Federation,42413.0,1445.0,0.0,68209.0,0.0,43858.0,112067.0,2.032982739,257000000000.0,2372487741.0,18.5402,108857906.0,5.64849138,653.4172363,13.3,399.5771263,253.8400644,78.16284,22.52492345,18.97148146,1.264081906,40611000000.0,17235000000.0,65201335848.0,-0.049568665,2.5,42413.0,9.0,4.5,0.0,Russian Federation,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.011399695325e+24,4.563640914287211e+31,0.0,280167.5
2016,Rwanda,156065.0,456.0,0.0,0.0,1444.0,156521.0,157965.0,5.970744298,-65597428.37,121569273.2,39.4002,644559.0,6.92619371,51.84296036,5.435,16.63678857,12.77899146,68.97118,0.186145531,0.114861588,5.072410275,364000000.0,443000000.0,107278618.7,2.602494011,34.8,156065.0,10.0,1.144000053,37976862.73,Rwanda,SUB-SAHARAN AFRICA ,LOW-INCOME  ,7.3530912e+19,1.72988918226124e+25,5926859081957.449,5497182.0
2017,Rwanda,170991.0,438.0,0.0,0.0,1844.0,171429.0,173273.0,3.976289694,283909670.5,125825702.6,39.114,1031957.04,6.38999128,49.34806442,5.308,17.21278856,12.72342155,71.07347,0.181788422,0.10293832,3.517569747,419000000.0,496500000.0,115716812.4,2.639762453,34.5,170991.0,10.0,1.136999965,54893847.62,Rwanda,SUB-SAHARAN AFRICA ,LOW-INCOME  ,9.1118673e+19,2.4072973492415402e+25,9386353898391.42,5977918.5
2018,Rwanda,145359.0,423.0,0.0,0.0,3734.0,145782.0,149516.0,8.579424541,43990591.61,129426654.5,38.852,1502478.0,6.6816082,52.29534531,5.208,18.35477079,13.37541297,75.37431,0.060973974,0.105348981,8.117711643,390000000.0,547000000.0,118959174.0,2.644060783,34.3,145359.0,11.0,1.110999942,25782509.25,Rwanda,SUB-SAHARAN AFRICA ,LOW-INCOME  ,9.023859e+19,2.537756058942e+25,3747719762070.75,5128398.8
2019,Rwanda,145054.0,613.0,0.0,0.0,5323.0,145667.0,150990.0,9.460682482,266940709.8,127828210.8,38.59,1561562.214,6.41066742,51.39912415,5.123,20.53217344,13.49944573,76.48282,0.070365369,0.090227648,9.74157952,382799987.8,635900024.4,124073352.6,2.607313746,35.2,145054.0,11.0,1.09800005,72873932.36,Rwanda,SUB-SAHARAN AFRICA ,LOW-INCOME  ,1.4921800572997426e+20,3.0202248351066745e+25,10570655384547.44,5314848.0
2016,Samoa,5.0,0.0,0.0,0.0,0.0,5.0,5.0,8.126249353,6080644355.0,7713402.714,24.759,116167.0,5.4250021,227.1250916,5.372,174.0249777,28.42453425,60.03645,1.114966458,4.975454288,3.1814661893366343,2099999.905,148699996.9,1009216433.0,0.530860672,4.7,5.0,5.0,8.30700016,2022843.313,Samoa,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,0.0,3.1514799470621536e+23,10114216.565000001,23.5
2016,Saudi Arabia,136.0,51.0,0.0,70000.0,0.0,187.0,70187.0,1.670624758,103000000000.0,2198926332.0,7.9412,35092840.0,5.83562946,1160.051636,3.426,773.8864995,386.1651901,59.44422,19.71905451,13.06511605,1.38357794,17671000000.0,13438000000.0,63672800000.0,2.262423001,3.7,136.0,1.0,5.650000095,0.0,Saudi Arabia,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,1.2110607798e+22,1.5119927611774399e+31,0.0,259691.90000000002
2017,Saudi Arabia,153.0,82.0,0.0,70000.0,0.0,235.0,70235.0,-0.741502653,136000000000.0,2303901528.0,7.324,37503000.0,6.26256323,1302.768555,3.446,936.0003587,366.7681717,62.08336,20.0998611,14.07755295,-1.341649183,19065000000.0,15020000000.0,70400000000.0,2.007066391,3.7,153.0,1.0,5.889999866,0.0,Saudi Arabia,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,2.3481216600000002e+22,2.015948352e+31,0.0,259869.5
2018,Saudi Arabia,263.0,2167.0,0.0,70000.0,0.0,2430.0,72430.0,2.434110781,188000000000.0,2616725997.0,7.097,39767648.0,5.74845695,1341.519775,3.472,943.0682761,398.4515056,63.84761,20.24129125,15.98505772,1.992397019,17939000000.0,16974000000.0,74477333333.0,1.801062218,3.8,263.0,1.0,6.039999962,0.0,Saudi Arabia,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,6.598441018620001e+23,2.26780937342825e+31,0.0,275234.0
2019,Saudi Arabia,315.0,2327.0,0.0,70000.0,0.0,2642.0,72642.0,0.331435729,188000000000.0,2605008756.0,6.87,46181487.0,5.68828773,1316.260254,3.505,910.5174086,405.7428655,70.87175,19.84896754,15.69363586,0.350005688,16415000000.0,19849000000.0,61952000000.0,1.664776702,3.9,315.0,3.0,5.672999859,0.0,Saudi Arabia,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,7.581862465449999e+23,2.0185283345919998e+31,0.0,283303.8
2016,Senegal,14575.0,3213.0,0.0,0.0,0.0,17788.0,17788.0,6.356068572,2210067465.0,290216742.6,74.9002,9874.0,4.26078129,54.10780716,5.985,13.56280571,31.16722495,50.27484,0.655970089,1.90704397,5.83509552,277000000.0,439000000.0,304764264.2,2.807329667,8.9,14575.0,6.0,4.460000038,23285981.39,Senegal,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,3.90710439e+20,3.7060248819512597e+25,339393178759.25,158313.2
2017,Senegal,14646.0,3368.0,0.0,0.0,0.0,18014.0,18014.0,7.407486186,2818193356.0,299871319.4,72.725,21038.0,3.99707484,54.4282608,5.845,13.02462232,32.59528293,54.01704,0.725030327,1.884877805,7.199767237,295000000.0,470000000.0,305441261.6,2.800576602,7.9,14646.0,6.0,3.690000057,26750641.05,Senegal,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,4.669732e+20,4.234943092084e+25,391789888818.3,142310.6
2018,Senegal,14359.0,1699.0,0.0,0.0,0.0,16058.0,16058.0,6.209241034,3302962975.0,332572956.1,70.716,278438.2886,4.23825741,61.79673004,5.716,14.00180207,34.44517671,54.37982,0.818830296,1.906375946,6.469468568,324000000.0,557000000.0,385132363.1,2.781879708,7.4,14359.0,6.0,3.275000095,32247267.27,Senegal,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,3.06615132e+20,6.95040673039308e+25,463038510729.93,118829.20000000001
2019,Senegal,14467.0,1791.0,0.0,0.0,0.0,16258.0,16258.0,4.402406836,6080644355.0,293960281.9,68.707,457722.0,4.13226938,59.09758377,5.596,14.79427458,33.70457409,59.275,0.933011806,1.273854708,4.154091965,1454000000.0,2651000000.0,356820796.0,2.749962203,7.5,14467.0,6.0,2.859999895,37667864.7,Senegal,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,6.903506214e+21,1.375385026504984e+27,544940998614.9,121935.0
2016,Sierra Leone,683.0,5.0,0.0,0.0,0.0,688.0,688.0,6.055474029,-711219118.6,108270633.1,115.5808,4048658.0,16.5259552,87.09645844,12.294,9.7309965,41.66134717,47.21918,10.74233783,0.2319605,-4.147946997,36500000.0,41000000.0,37414732.17,2.164620088,25.4,683.0,5.0,4.663000107,29212435.32,Sierra Leone,SUB-SAHARAN AFRICA ,LOW-INCOME  ,7482500000000000.0,5.5991146692405e+22,19952093323.56,17475.2
2017,Sierra Leone,678.0,0.0,0.0,0.0,0.0,678.0,678.0,4.192610074,-291465045.7,104345207.4,112.828,4048658.0,9.39976025,46.68696976,12.003,4.22658005,26.23331379,47.08868,10.74233783,0.22701709,13.86707739,62000000.0,39000000.0,39577826.0,2.154069382,26.2,678.0,5.0,4.663000107,23262069.52,Sierra Leone,SUB-SAHARAN AFRICA ,LOW-INCOME  ,0.0,9.5699183268e+22,15771683134.56,17763.6
2018,Sierra Leone,591.0,0.0,0.0,0.0,0.0,591.0,591.0,3.46460214,-661878368.1,109200011.4,110.2282,4048658.0,8.28987408,44.26722717,11.745,4.10468102,27.38200624,47.24268,10.74233783,0.056887773,-2.048565061,61000000.0,39000000.0,29622478.1,2.136636265,25.7,591.0,5.0,4.659999847,20272966.47,Sierra Leone,SUB-SAHARAN AFRICA ,LOW-INCOME  ,0.0,7.047187539990001e+22,11981323183.769999,15188.699999999999
2019,Sierra Leone,441.0,0.0,0.0,0.0,0.0,441.0,441.0,5.254241203,-400996984.1,95461536.47,107.6284,4048658.0,8.74976635,46.15795517,11.512,6.46398056,25.85478375,47.45831,10.74233783,0.006092242,12.54485081,83000000.0,2651000000.0,25641867.78,2.10903822,26.2,441.0,5.0,4.649000168,59344760.03,Sierra Leone,SUB-SAHARAN AFRICA ,LOW-INCOME  ,0.0,5.64205709323674e+24,26171039173.23,11554.199999999999
2016,Slovakia,980.0,38.0,0.0,1523.0,46.0,1018.0,2587.0,3.231784734561471,4029178178.0,97230625.4,25.04,12928.0,7.11029387,1175.597046,9.6,940.0084437,235.5273864,75.03118,24.55972553,15.13402326,1.311270664,2420000000.0,2812000000.0,1003048084.0,0.12892233,5.6,980.0,7.0,9.670000076,0.0,Slovakia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.5859152e+20,6.82578233354336e+27,0.0,14487.199999999999
2017,Slovakia,912.0,26.0,0.0,1523.0,10.0,938.0,2471.0,3.231784734561471,4378250758.0,104794406.2,25.684,7925.0,6.77144289,1189.072266,9.9,939.9138834,249.1791245,75.15124,25.78518328,13.92907359,3.355394925,2599000000.0,3024000000.0,1049074347.0,0.155178996,4.5,912.0,7.0,8.130000114,0.0,Slovakia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.04343776e+20,8.245069745027472e+27,0.0,11119.5
2018,Slovakia,938.0,17.0,0.0,1523.0,0.0,955.0,2478.0,3.231784734561471,5926465779.0,116592723.9,25.9352,4048658.0,6.70504332,1299.911377,10.0,1029.724096,270.1975437,75.445,27.65439443,13.25329442,3.668059824,2823000000.0,3318000000.0,1295988102.0,0.13850816,4.1,938.0,7.0,6.539999962,0.0,Slovakia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.59234138e+20,1.2139149898836827e+28,0.0,10159.8
2019,Slovakia,965.0,5.0,0.0,1523.0,0.0,970.0,2493.0,3.231784734561471,4566368604.0,126745401.4,26.1864,4048658.0,6.9586463,1342.074829,9.8,1057.7686,284.293835,75.58542,29.2574161,12.37484683,1.957428758,2811000000.0,3350000000.0,1802507837.0,0.135328073,4.0,965.0,7.0,5.75,0.0,Slovakia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,4.708425e+19,1.697394592485345e+28,0.0,9972.0
2016,Slovenia,454.0,309.0,0.0,5.0,0.0,763.0,768.0,3.191852518,1540658346.0,25166960.85,3.9668,1009559.0,8.4630394,1835.407349,9.5,1326.774535,508.6327438,75.41048,28.41197372,35.13077268,4.220468137,1483800049.0,2717899902.0,449177539.1,0.073197207,2.5,454.0,3.0,8.0,0.0,Slovenia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.2461413823992908e+21,1.8114521667209886e+27,0.0,1920.0
2017,Slovenia,611.0,264.0,0.0,5.0,0.0,875.0,880.0,4.815380632,3505986194.0,28475384.55,3.776,1087075.0,8.18522835,1925.03479,9.9,1382.139956,542.8948684,76.39486,28.9839019,35.5947378,5.21438712,1641099976.0,3055100098.0,473796757.2,0.065159039,2.5,611.0,3.0,6.559999943,0.0,Slovenia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.323623320141425e+21,2.3754865031716083e+27,0.0,2200.0
2018,Slovenia,746.0,245.0,0.0,5.0,0.0,991.0,996.0,4.422521568,4577689578.0,31804359.16,3.6524,1094762.0,8.27940369,2169.579102,9.9,1570.968016,598.6110819,76.4142,29.48956054,34.78453796,4.735485941,1864300049.0,3377500000.0,529496122.7,0.362584395,2.5,746.0,3.0,5.110000134,0.0,Slovenia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.5426849867968875e+21,3.334064159414092e+27,0.0,2490.0
2019,Slovenia,741.0,315.0,0.0,5.0,0.0,1056.0,1061.0,3.250531336,4355119512.0,30775705.01,3.5288,869640.1,8.52386475,2219.100586,9.9,1605.971363,613.1292042,76.51751,30.20892366,34.01523293,3.46665849,1771699951.0,3353100098.0,572884012.5,0.696304046,2.5,741.0,3.0,4.449999809,0.0,Slovenia,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.871316492987279e+21,3.40332476558724e+27,0.0,2652.5
2018,Solomon Islands,0.0,5.0,0.0,0.0,0.0,5.0,5.0,3.94424955,6080644355.0,35916053.26,78.4116,427806.0,3.99611521,96.3806076,4.252,75.07428537,3.45527706,55.20356,0.227921275,1.138074647,4.708835029,53000000.0,92000000.0,1009216433.0,2.611085225,17.0,5253.5,10.0,0.723999977,4034780.501,Solomon Islands,EAST ASIA AND PACIFIC  ,,2.438e+16,4.920939327308e+24,21196719362.0035,85.0
2016,South Africa,91018.0,218275.0,0.0,0.0,0.0,309293.0,309293.0,0.664552308,6975899823.0,1421255050.0,68.7216,19744932.0,8.82142925,465.0881043,9.599,263.2500032,192.3311956,65.40686,2.04735491,8.046681051,0.37593827,5354000000.0,8807000000.0,3139312128.0,1.471933429,5.4,91018.0,5.0,26.54000092,21103034.38,South Africa,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,1.029225079045e+25,1.480269739130788e+29,1920755983198.8398,1670182.2000000002
2017,South Africa,88694.0,191333.0,0.0,0.0,0.0,280027.0,280027.0,1.157946952,8452501198.0,1631507754.0,67.908,20821044.0,8.72262383,534.3883667,9.498,305.2274087,223.367052,65.32778,1.970169807,8.437282208,0.907591322,6068000000.0,9706000000.0,3591507613.0,1.416947254,5.5,88694.0,5.0,27.04000092,24315319.96,South Africa,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,1.1268749898664e+25,2.1152546110730892e+29,2156622988532.24,1540148.5
2018,South Africa,89285.0,184193.0,0.0,0.0,0.0,273478.0,273478.0,1.487617373,3692018079.0,1716087807.0,67.8488,24660386.0,8.85829735,564.5032959,9.435,323.4412527,234.6740764,66.69548,1.915495359,5.788707805,1.487638527,6348000000.0,9789000000.0,3622918743.0,1.363703216,5.5,89285.0,5.0,26.90999985,6176363.484,South Africa,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,1.1445858378396e+25,2.25130242999541e+29,551456613668.9401,1504129.0
2019,South Africa,78395.0,188235.0,0.0,0.0,0.0,266630.0,266630.0,0.113053697,3174940711.0,1593076789.0,67.7896,26211258.0,9.10935497,546.6884155,9.398,321.2341724,219.421439,67.01897,2.135233845,3.457632884,0.388087447,5866000000.0,9064000000.0,3435736037.0,1.31629201,6.5,78395.0,5.0,28.46999931,17902181.65,South Africa,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,1.000834652664e+25,1.826761061033327e+29,1403441530451.75,1733095.0
2016,Spain,12983.0,20360.0,0.0,1011.0,0.0,33343.0,34354.0,3.03130133,79227502797.0,441098124.8,7.9744,66674868.0,8.9523859,2376.721191,8.8,1700.647275,676.0741459,77.63075,30.26250082,41.78856306,3.384662338,1454000000.0,2651000000.0,14014439635.0,0.08443015,2.5,12983.0,5.0,19.62999916,0.0,Spain,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,7.847871944e+22,5.401941435284779e+28,0.0,85885.0
2017,Spain,17541.0,34866.0,0.0,1596.0,0.0,52407.0,54003.0,2.973641191,90064692213.0,442283418.8,7.725,71598374.0,8.9569416,2526.720459,9.1,1782.143957,744.5765623,77.62772,31.44484622,41.98992493,2.642029298,1454000000.0,2651000000.0,16043533257.0,0.234587923,2.5,17541.0,5.0,17.21999931,0.0,Spain,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.34392879764e+23,6.184066528990238e+28,0.0,135007.5
2018,Spain,20437.0,78685.0,0.0,2455.0,0.0,99122.0,101577.0,2.288785676,101000000000.0,479915387.3,7.4904,80706703.0,8.99036121,2740.269287,9.1,1925.699262,814.5697901,77.69995,32.50380176,42.32482621,2.194014674,1454000000.0,2651000000.0,17823271131.0,0.437982994,2.5,20437.0,5.0,15.25,0.0,Spain,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,3.0329558149e+23,6.870076103108058e+28,0.0,253942.5
2019,Spain,57751.0,133030.0,0.0,4246.0,0.0,190781.0,195027.0,2.085191421,105000000000.0,461442127.7,7.2558,88237165.27,9.13213158,2711.192871,8.8,1914.631515,796.5612424,77.93588,33.41391156,42.02210696,1.946451615,1454000000.0,2651000000.0,17189319301.0,0.714923608,2.5,57751.0,5.0,14.10000038,0.0,Spain,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,5.1277131862e+23,6.625715946894676e+28,0.0,487567.5
2016,Sri Lanka,602.0,573.0,39730.0,0.0,0.0,1175.0,40905.0,4.486634531,15514203192.0,248493216.8,21.1102,5284585.0,3.86425042,151.4750214,6.459,65.31818176,84.84155673,59.82373,4.244216462,11.79668821,4.257280166,2295000000.0,4591000000.0,1741456650.0,1.104983619,6.3,602.0,2.0,4.239999771,32030521.45,Sri Lanka,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,6.037325685e+21,1.834858806694425e+28,19282373912.899998,257701.5
2017,Sri Lanka,820.0,629.0,39322.0,0.0,0.0,1449.0,40771.0,3.578169679,18941594684.0,264587624.2,20.926,5403577.0,3.59565234,148.78862,6.554,61.011071,83.40497012,59.95122,5.776704617,12.32096771,3.586131166,2409000000.0,5083000000.0,1866534439.0,1.130220486,5.9,820.0,2.0,4.050000191,18977685.9,Sri Lanka,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,7.702071663e+21,2.2855615279229733e+28,15561702437.999998,240548.90000000002
2018,Sri Lanka,796.0,744.0,35473.0,0.0,0.0,1540.0,37013.0,3.272000479,17815215546.0,267429935.0,20.6904,5882376.0,3.91227865,162.1083984,6.651,74.06991332,85.61504203,61.75867,7.274625469,11.65341099,3.188635152,2487000000.0,5608000000.0,1638914327.0,1.048392958,6.0,796.0,2.0,4.320000172,11954857.65,Sri Lanka,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,1.0376639424e+22,2.285809545444439e+28,9516066689.4,222078.0
2019,Sri Lanka,1041.0,361.0,25110.0,0.0,0.0,1402.0,26512.0,2.255176529,15212867450.0,253012122.1,20.4548,5582446.0,4.07979679,160.6969605,6.75,75.88446572,82.62681977,61.80614,7.814377529,10.7460734,2.140359706,2436000000.0,4663000000.0,1699785117.0,0.611875946,6.8,1041.0,2.0,4.349999905,27436177.31,Sri Lanka,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,4.100623548e+21,1.9307974729390956e+28,28561060579.71,180281.6
2016,Sudan,421459.0,16056.0,2225557.0,0.0,3758.0,437515.0,2666830.0,3.467642184,9565445110.0,1074262607.0,67.196,292843.0,5.48409986,165.8524628,7.34,39.01167374,123.4705652,44.82494,0.06619246,0.342486251,3.684543922,203000000.0,1009000000.0,2748511976.0,2.398795478,11.8,421459.0,3.0,17.52000046,29923367.8,Sudan,SUB-SAHARAN AFRICA ,LOW-INCOME  ,3.288702312e+21,5.62969462508152e+26,12611472669620.201,31468594.000000004
2017,Sudan,906590.0,18212.0,1997022.0,0.0,3873.0,924802.0,2925697.0,0.709256285,10086263132.0,906311250.4,63.993,557792.04,6.05546141,192.6066589,7.261,34.68448615,147.5693313,45.00301,0.074850422,0.351061197,-1.422544886,29000000.0,1029000000.0,4382998817.0,2.395242326,11.8,906590.0,3.0,17.53300095,33786425.85,Sudan,SUB-SAHARAN AFRICA ,LOW-INCOME  ,5.43464292e+20,1.30793067698097e+26,30630435811351.5,34523224.6
2018,Sudan,1078280.0,17619.0,1864195.0,0.0,3725.0,1095899.0,2963819.0,-2.68093055,8845967006.0,661719271.3,60.796,561520.0,4.43653536,59.51420593,7.188,13.08626342,41.84052585,48.01814,0.075002034,0.327554973,-4.661216418,13000000.0,1043000000.0,1047878720.0,2.392257972,12.0,1078280.0,5.0,17.57999992,27896602.77,Sudan,SUB-SAHARAN AFRICA ,LOW-INCOME  ,2.38896021e+20,1.420818756448e+25,30080348834835.598,35565828.0
2019,Sudan,1055489.0,15748.0,1885782.0,0.0,3691.0,1071237.0,2960710.0,-2.178251045,11822759688.0,603067175.6,57.599,530001.0,4.57356596,46.92884064,7.117,10.64696724,33.20448155,44.82932,0.07652306,0.321961165,-2.558024749,1454000000.0,2651000000.0,722256177.4,2.39143409,12.3,1055489.0,3.0,17.65399933,114029335.8,Sudan,SUB-SAHARAN AFRICA ,LOW-INCOME  ,6.0701516392e+22,2.7839754376218793e+27,120356709614206.2,36416733.0
2017,Suriname,34.0,67.0,0.0,0.0,0.0,101.0,101.0,1.567191065,6080644355.0,7913025.23,61.655,284935.0,5.9441762,335.10849,7.277,195.1224963,138.0207979,47.40665,12.48334782,15.60571853,3.1814661893366343,99000000.0,61000000.0,1009216433.0,0.989629209,8.4,34.0,2.0,7.903999805,742110.4834,Suriname,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,4.04613e+17,6.094658038887e+24,25231756.4356,848.4000000000001
2018,Sweden,248210.0,37892.0,0.0,31819.0,0.0,286102.0,317921.0,1.950022846,63391304401.0,56776548.88,5.1226,4048658.0,10.94106293,6005.065918,9.1,5091.372468,913.693845,82.01848,39.5330035,21.70067746,1.554190212,1454000000.0,2651000000.0,5732822794.0,1.16164516,2.5,248210.0,7.0,6.360000134,0.0,Sweden,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.46056760168e+23,2.2097475031903876e+28,0.0,794802.5
2019,Sweden,253787.0,28591.0,0.0,30305.0,0.0,282378.0,312683.0,1.986195874,64629128285.0,53419136.19,5.1692,50957868.6,10.86749268,5671.385742,8.6,4814.136238,857.2492162,81.99155,40.24085778,17.44642166,3.250205353,1454000000.0,2651000000.0,5839555791.0,1.013722263,2.5,253787.0,7.0,6.829999924,0.0,Sweden,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.10205553414e+23,2.2508883132422214e+28,0.0,781707.5
2016,Switzerland,82668.0,30778.0,0.0,66.0,0.0,113446.0,113512.0,2.045186469,76798583822.0,290435792.6,2.911,25859918.0,11.30005455,9439.424805,7.8,2925.793615,6513.63202,76.42092,45.05910977,45.01888265,-0.936347581,19941000000.0,19787000000.0,4571348247.0,1.092031174,2.5,82668.0,6.0,4.920000076,0.0,Switzerland,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.2144154467126e+25,1.80372861246974e+30,0.0,283780.0
2017,Switzerland,93030.0,23728.0,0.0,62.0,0.0,116758.0,116820.0,1.584819616,58774251781.0,266609407.1,2.763,26732570.0,11.48099899,9606.349609,7.9,3031.386042,6574.963735,76.60784,46.31990051,42.09370274,-0.270362565,21501000000.0,20399000000.0,4628401509.0,0.933155889,2.5,93030.0,6.0,4.800000191,0.0,Switzerland,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,1.0407074675472e+25,2.0300118059773385e+30,0.0,292050.0
2018,Switzerland,104011.0,14776.0,0.0,49.0,0.0,118787.0,118836.0,2.916905098,84606904166.0,281824790.6,2.6438,28857994.0,11.37997055,9870.664063,7.9,3081.697675,6788.967168,76.61632,45.55542119,38.37825817,0.153919921,21441000000.0,21294000000.0,4654732701.0,0.736633975,2.5,104011.0,6.0,4.710000038,0.0,Switzerland,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,6.746199327504e+24,2.1251864250945506e+30,0.0,297090.0
2019,Switzerland,110162.0,11200.0,0.0,0.0,0.0,121362.0,121362.0,1.210992207,93435843645.0,269531379.0,2.5246,30339654.0,11.29148102,9666.337891,7.9,3103.81145,6562.528128,76.61864,46.82049942,36.21706213,1.698221982,21097000000.0,21257000000.0,5113682093.0,0.713313668,2.5,110162.0,6.0,4.389999866,0.0,Switzerland,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,5.0227400048e+24,2.2932763946732583e+30,0.0,303405.0
2016,Tajikistan,2724.0,431.0,0.0,17002.0,0.0,3155.0,20157.0,6.89999962,945849564.7,49703056.28,55.7464,1037897.0,7.00427723,56.20223236,5.078,16.05946368,37.22431072,53.43689,0.069255443,5.40192454,3.1814661893366343,24600000.38,149600006.1,84590183.63,2.448550534,5.3,2724.0,1.0,6.900000095,14846997.41,Tajikistan,EUROPE AND CENTRAL ASIA ,LOWER-MIDDLE INCOME  ,1.5861490491773489e+18,3.1130542769016666e+23,40443220944.840004,106832.09999999999
2017,Tajikistan,2521.0,440.0,0.0,10500.0,0.0,2961.0,13461.0,7.100001403,1468900071.0,49096517.63,57.076,580374.0,7.2288146,58.16766357,4.961,16.870901,36.84551303,54.34213,0.067565528,5.393981353,3.1814661893366343,15100000.38,171600006.1,78305241.64,2.470450701,5.3,2521.0,1.0,6.953999996,16742739.26,Tajikistan,EUROPE AND CENTRAL ASIA ,LOWER-MIDDLE INCOME  ,1.1401104692199212e+18,2.029014222467266e+23,42208445674.46,71343.3
2016,Thailand,106431.0,4986.0,0.0,487741.0,261.0,111417.0,599419.0,3.435157717,53699155875.0,1483953434.0,46.239,62341676.0,3.7540946,224.9945221,7.467,170.8917813,53.89472317,72.79843,10.46667116,6.823127089,3.1814661893366343,11267000000.0,48459000000.0,5876294938.0,0.373014847,7.5,106431.0,3.0,0.689999998,19463303.56,Thailand,EAST ASIA AND PACIFIC  ,UPPER-MIDDLE-INCOME  ,2.722293939258e+24,3.208383893904907e+30,2071498861194.3599,4495642.5
2017,Thailand,104605.0,2046.0,0.0,486440.0,109.0,106651.0,593200.0,4.177681032,68317627022.0,1602703924.0,44.908,70704889.0,3.84309888,253.4068298,7.559,182.3713787,70.81817847,78.45338,11.85959043,14.38379906,3.1814661893366343,12676000000.0,57057000000.0,6320716259.0,0.34520522,7.7,104605.0,7.0,0.829999983,14651029.93,Thailand,EAST ASIA AND PACIFIC  ,UPPER-MIDDLE-INCOME  ,1.479778772472e+24,4.571486679807836e+30,1532570985827.65,4567640.0
2018,Thailand,102234.0,934.0,0.0,478843.0,98.0,103168.0,582109.0,4.189585496,74310483816.0,1772424309.0,44.6888,76053042.75,3.8184948,278.6308289,7.666,196.3500438,81.86180227,79.51709,13.23520776,8.726969619,3.1814661893366343,14406000000.0,61383000000.0,6876114543.0,0.315406676,7.9,102234.0,7.0,0.769999981,11030108.15,Thailand,EAST ASIA AND PACIFIC  ,UPPER-MIDDLE-INCOME  ,8.259207871319999e+23,6.080434620732711e+30,1127652076607.1,4598661.100000001
