OldIndex,Year,Country,data counts,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change, Adjusted savings: net national savings (current US$) , Adjusted savings: particulate emission damage (current US$) ,"Adolescent fertility rate (births per 1,000 women ages 15-19)"," Air transport, passengers carried ",Current health expenditure (% of GDP), Current health expenditure per capita (current US$) ,"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"Internally displaced persons, new displacement associated with disasters (number of cases)","International tourism, expenditures (current US$)"," International tourism, receipts (current US$) ", Military expenditure (current USD) ,Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total
597,2018,Mali,30,26538,917,120298,0,0,27455,147753,4.746484327,1810205768,592782226.2,166.8668,,3.73249865,33.39861298,9.686,10.30084858,11.40966885,53.12964,0.633900781,1.195617995,5.142542647,19000,255000000,231000000,481728184.5,3.008065228,7.7,26538,6,7.427999973,66171543.78
766,2018,Poland,30,12495,3059,0,10825,0,15554,26379,5.353703355,46936763537,960958570,10.1692,9277538,6.32764196,978.7356567,10.9,695.7482008,282.4166636,76.93317,20.70435756,17.33905581,5.387788818,,10367000000,15569000000,12040673423,-0.000200133,2.5,12495,7,3.849999905,0
918,2016,Switzerland,30,82668,30778,0,66,0,113446,113512,2.045186469,76798583822,290435792.6,2.911,25859918,11.30005455,9439.424805,7.8,2925.793615,6513.63202,76.42092,45.05910977,45.01888265,-0.936347581,,19941000000,19787000000,4571348247,1.092031174,2.5,82668,6,4.920000076,0
936,2016,Thailand,30,106431,4986,0,487741,261,111417,599419,3.435157717,53699155875,1483953434,46.239,62341676,3.7540946,224.9945221,7.467,170.8917813,53.89472317,72.79843,10.46667116,6.823127089,,90000,11267000000,48459000000,5876294938,0.373014847,7.5,106431,3,0.689999998,19463303.56
942,2016,Togo,30,12486,777,0,0,0,13263,13263,5.559079305,671193980,108556111,89.6202,475185,5.35245514,42.98860931,8.695,7.88492618,26.96764897,48.10323,0.649311826,0.450295881,3.032661256,,55000000,223000000,82019690.41,2.518687236,21.6,12486,6,2.96600008,12533690.7
986,2018,Ukraine,30,2606,6389,1500002,35650,0,8995,1544647,3.488362342,4060789042,314765428.7,23.0026,7854842,7.51988459,222.4753571,14.8,103.2763248,116.9430376,69.07387,12.80325605,14.38824117,2.989219259,,8287000000,2269000000,4169707536,-0.466425621,2.5,2606,8,8.800000191,7047968.983
1017,2019,Uruguay,30,498,13742,0,0,0,14240,14240,0.350447153,2362433347,35600358.56,57.7502,,9.34783173,1660.952881,9.473,1106.203774,554.7490916,61.53994,29.24574794,33.66442944,1.219897533,22000,1424000000,2335000000,1154916149,0.360034022,2.5,498,4,8.880000114,0
53,2017,Austria,30,115252,56279,0,1003,0,171531,172534,2.258572433,35065164046,165333654.8,7.34,16171640,10.38460541,4938.919922,9.5,3541.207442,1397.709154,78.70694,28.47197491,42.0775698,0.701641283,,12878000000,22424000000,3153118624,0.694621104,2.5,115252,4,5.5,0
54,2018,Austria,30,128779,37347,0,1062,0,166126,167188,2.501595119,40371751283,180385987.5,7.0444,12935505,10.31750679,5322.262695,9.5,3863.314983,1458.948082,78.73995,28.35440316,42.01083115,2.216057628,,14109000000,25413000000,3387982012,0.487071925,2.5,128779,4,4.849999905,0
86,2016,Belarus,30,1647,228,0,6182,0,1875,8057,-2.526446436,4539533162,93292101.59,15.8802,2057194,5.91054153,298.6265869,12.6,211.8482109,85.52256722,72.62337,32.47559748,47.80386047,-2.617304574,,891000000,1019000000,592182331.4,0.087721088,2.5,1647,1,5.840000153,2700746.534
87,2017,Belarus,30,2155,273,0,6007,0,2428,8435,2.5321835,5882669770,101203067.2,14.507,2493100,5.75974846,333.5410767,12.6,230.5093659,101.7748491,73.57749,33.47310769,47.61598949,3.3812706,,1082000000,1124500000,625637816.9,-0.109782323,2.5,2155,3,5.650000095,2332088.377
88,2018,Belarus,30,2225,184,0,6025,0,2409,8434,3.149197594,7073399874,111279001.7,13.7516,2760168,5.52699471,351.0068054,12.7,247.6800838,102.6014051,74.35306,33.86912852,47.48760052,3.263750219,,1170000000,1221000000,709713316.4,-0.213824207,2.5,2225,3,4.760000229,3772935.167
92,2016,Belgium,30,42158,24098,0,2630,0,66256,68886,1.266686409,28782593251,225732519.1,4.9266,12545322,10.77319717,4534.22998,9.5,3501.824869,1032.404254,72.4092,37.60922178,38.49650621,1.474237977,,16522000000,8784000000,4255489555,0.506300002,2.5,42158,4,7.829999924,0
159,2016,Cabo Verde,30,0,0,0,115,0,0,115,4.705791509,317382822.3,8660405.341,74.7374,565810,4.84664345,151.7473602,5.744,96.4463752,47.54335197,53.40924,2.925937501,12.18572671,4.836457624,300,79000000,397000000,10171216.5,1.212273815,17,,1,12.00800037,4356503.665
324,2017,Estonia,30,405,36,0,80314,0,441,80755,5.792044675,3381031397,8096320.696,7.698,13103,6.59183788,1350.380615,11.8,992.6257755,357.3877386,80.76691,32.47356733,27.44578934,4.704338548,,1395000000,2124000000,537440226.9,0.121070631,2.5,405,7,5.760000229,0
325,2018,Estonia,30,319,30,0,77877,0,349,78226,4.133819798,4010258932,9244988.985,7.0988,62802,6.68642807,1552.632446,11.9,1142.94799,409.3173313,80.79339,33.34842621,26.1308318,4.939855861,,1647000000,2326000000,614945174.3,0.348039138,2.5,319,7,5.369999886,0
348,2017,Finland,30,20793,3101,0,2749,0,23894,26643,3.19240963,11827789714,24261539.55,5.813,12209646,9.12670135,4233.468262,9.8,3302.633412,930.7155089,79.98436,31.02676267,6.858547537,2.587475665,,6740000000,5210000000,3431090217,0.234670532,2.5,20793,6,8.640000343,0
428,2017,Honduras,30,27,11,174000,0,3200,38,177238,4.842913911,4217725362,143119224.1,72.912,248964,6.98996687,171.5148926,4.428,69.61938581,95.54637632,55.88601,2.52721043,5.208466676,5.777939524,,517000000,610000000,398460128.4,1.692271482,13.2,27,8,5.53000021,8448986.828
435,2018,Hungary,30,6019,120,0,144,0,6139,6283,5.359496489,17882099949,257102603.6,24.2756,31226848,6.54620171,1074.017578,13.4,747.0617673,326.9558151,73.23963,31.7234027,31.72526724,4.567806385,,3239000000,9618000000,1791545365,-0.126786952,2.5,6019,9,3.710000038,0
499,2016,Jordan,30,685188,35600,0,0,0,720788,720788,1.994180849,1343182481,109120937.5,26.3184,3181283,7.15642214,298.8091736,3.826,144.9930686,141.2711,57.0245,3.111943687,4.229641022,2.350273559,,1367000000,4943000000,1769436620,3.057622556,7.1,2860679,0,15.27999973,165729649.8
513,2018,Kenya,30,421243,50458,0,18500,0,471701,490201,5.62910144,-5480852083,907026537.5,74.044,5905365.123,4.30564117,73.54042816,5.469,31.70289745,25.54472113,70.97866,0.722863317,0.127730538,5.983483426,336000,,1784000000,1113648362,2.305743642,24.4,421243,10,4.249000072,44402167.77
524,2017,Kyrgyzstan,30,334,107,0,855,0,441,1296,,1164197929,29942727.41,32.763,1122951,6.18586302,76.98123169,5.4,29.21611344,43.42187487,62.35959,4.16840274,5.853047296,5.104409289,3300,422000000,480000000,121515805.4,1.933647156,7.7,334,9,6.889999866,15734208.59
572,2017,Luxembourg,30,2020,1495,0,83,0,3515,3598,1.317187663,3496823193,14003776.35,4.727,1901012,5.25779152,5713.118652,7.1,4843.678362,790.5883414,69.58844,36.25551182,46.51044922,9.401221295,,2607000000,5472000000,357671613.7,2.430976418,2.5,2020,3,5.519999981,0
613,2016,Mauritius,30,0,5,0,0,0,5,5,3.837932654,356495485.6,20062972.37,26.2642,1593666,5.70678568,553.2136231,8.1,244.0361177,307.9270253,76.48622,16.84807804,30.86701034,3.572872123,300,683000000,1824000000,21999438.03,0.068723138,5.7,,6,6.809999943,1074620.813
656,2016,Myanmar,30,0,0,375016,925939,0,0,1300955,10.50778078,14758191325,536934479.6,28.7724,2741388,5.11349964,57.93581772,8.238,8.10248629,44.42117122,42.67139,0.169074673,0.969710719,11.80669266,509000,201000000,2289000000,2455784120,0.68947413,8.4,,2,1.177000046,41624496.98
662,2016,Namibia,30,1747,1664,0,0,48,3411,3459,0.03379445,-639205746.1,85655058.05,66.698,558713,9.3223238,423.8866272,8.423,198.7843379,195.553893,60.08295,2.728659855,7.966475604,-1.858053301,,82000000,295000000,425388449.6,1.846553978,20.2,1747,5,23.35000038,5231948.256
681,2017,Netherlands,30,103843,5818,0,1951,0,109661,111612,2.910902513,1.25E+11,455201876.8,3.788,42763443,10.1082983,4934.575195,8.8,3174.069376,1759.712422,76.08463,42.82610536,38.48696581,5.218197744,,22301099609,21844699219,9580685498,0.591203366,2.5,103843,2,4.840000153,0
682,2018,Netherlands,30,101824,12303,0,1951,0,114127,116078,2.360915095,1.40E+11,500877779.7,3.7028,44417573.58,10.0318222,5336.984375,8.9,3510.195352,1825.276838,76.09693,43.4167118,34.58471379,2.592193625,,23359300781,23919099609,11114927470,0.583933409,2.5,101824,2,3.829999924,0
698,2016,Niger,30,166089,61,121391,0,14678,166150,302219,5.740893151,1817886889,296681806.9,189.379,15044,4.53239059,22.57229996,8.82,5.48254453,13.75781116,49.32578,0.03707285,0.773724388,4.048735943,46000,110000000,84000000,166192292.3,3.859843092,,166089,6,0.533999979,57880469.49
699,2017,Niger,30,165729,278,129015,0,14820,166007,309842,5.001359945,1688532472,322536364.4,186.538,14713,5.57411432,28.87143326,8.529,9.76074056,14.93100684,51.17303,0.040041881,0.529349032,5.439800399,189000,120000000,91000000,200183930,3.839001312,,165729,6,0.541999996,64825510.14
712,2018,North Macedonia,30,413,5,0,571,0,418,989,2.88059671,2306827047,41197002.75,15.162,,6.55475044,399.0970764,10.051,228.7698715,170.3211842,80.65175,20.54598343,18.38256863,2.554962773,50,282000000,387000000,119606164,0.08263629,2.5,413,9,20.73999977,4044741.869
717,2017,Norway,30,59230,2952,0,3282,0,62182,65464,2.323290208,64491002663,50666657.29,5.141,,10.31589031,7815.786621,7.7,6652.84943,1162.937007,82.65956,40.88156583,12.96593148,3.312810442,220,17489000000,6565000000,6853260033,0.807673182,2.5,59230,5,4.159999847,0
765,2017,Poland,30,12225,2878,0,10825,0,15103,25928,4.830656005,42591310203,861488096.2,10.538,7376512,6.5601325,909.578186,10.6,625.997578,283.3041223,77.85723,20.10623879,19.53046359,4.929231348,,9420000000,13925000000,9870680628,0.012480099,2.5,12225,7,4.889999866,0
782,2016,Rep. of Korea,30,1798,6835,0,197,0,8633,8830,,2.74E+11,1921468754,1.4564,76859538,6.91432714,2033.851196,5.5,1169.908839,863.9424022,83.96555,40.31833895,54.98960182,3.00433767,7500,29817000000,20924000000,36885283430,0.396851823,2.5,1798,5,3.650000095,0
864,2017,Slovenia,30,611,264,0,5,0,875,880,4.815380632,3505986194,28475384.55,3.776,1087075,8.18522835,1925.03479,9.9,1382.139956,542.8948684,76.39486,28.9839019,35.5947378,5.21438712,,1641099976,3055100098,473796757.2,0.065159039,2.5,611,3,6.559999943,0
963,2019,Turkey,30,3579531,328257,0,0,0,3907788,3907788,0.889585161,"$83,333,111,281 ","$1,534,831,370.00 ",24.5526,"111,131,475.00",4.34409809,$396.47 ,5.443,308.9212631,87.54555307,76.79104,17.05866436,13.82351219,,540,5354000000,"$41,415,000,000.00 ","$20,603,378,497.00 ",1.3145137,2.5,3579531,7,13.67000008,180253685.3
1009,2017,United States of America,30,287135,642719,0,0,0,929854,929854,,5.29E+11,13521269259,19.86,849403000,16.80583572,10103.0918,8.638,5117.236419,4985.855296,83.59008,33.28362773,35.77436279,2.677076968,1686000,1.58E+11,2.34E+11,6.47E+11,0.632643995,2.5,287135,11,4.360000134,0
1010,2018,United States of America,30,313242,718992,0,0,0,1032234,1032234,,5.72E+11,14207891153,18.5562,889024000,16.68710518,10515.32324,8.678,5338.817901,5176.505356,83.57395,33.86036829,33.73104856,2.893484245,1247000,1.77E+11,2.42E+11,6.82E+11,0.526435396,2.5,313242,11,3.900000095,0
1052,2017,Zimbabwe,30,7566,8392,0,0,2859,15958,18817,0,-2250440079,285634376.6,86.135,282539,7.46975242,115.6462012,8.044,27.77739311,52.36243951,48.58986,1.315693816,1.855429616,4.907109782,10000,337000000,158000000,340522000,1.459405813,,7566,5,4.784999847,29926628.57
47,2017,Australia,30,48480,48029,0,52,0,96509,96561,2.295926947,57050205591,243568487.4,11.715,74257326,9.26682281,5340.364746,6.5,3668.343198,1672.022137,80.76007,32.22339821,34.41175825,,31000,39710000000,43975000000,27691112417,1.684523108,2.5,48480,11,5.590000153,0
93,2017,Belgium,30,42158,18760,0,7695,0,60918,68613,1.619580278,32166886930,240292011.7,4.651,13676844,10.78312588,4775.8125,9.6,3692.657462,1083.154046,72.18146,38.34561848,37.4948554,1.172104039,,17835000000,9636000000,4432808396,0.385228018,2.5,42158,4,7.090000153,0
106,2018,Benin,30,1167,308,0,0,0,1475,1475,6.697259461,1300488331,347726054.1,84.0364,,2.50416446,31.07242012,8.871,6.09102944,15.64573608,51.71272,0.235384383,0.422357981,6.795087766,23000,76000000,175000000,90212425.99,2.734856203,7.3,1167,6,1.470000029,16894631.89
111,2017,Bolivia (Plurinational State of),30,802,34,0,0,0,836,836,,2368936657,156140246.4,64.9,4053427.35,6.4901948,217.4946899,6.795,149.0441263,63.43977053,50.97713,3.394987249,7.604047403,2.946369618,3100,997000000,928000000,574070189.6,1.449144413,12.5,802,0,3.650000095,15267944.94
112,2018,Bolivia (Plurinational State of),30,802,34,0,0,0,836,836,,2236922735,168636087.8,63.9042,4122113,6.64209032,235.700882,6.772,171.6008855,60.28156387,51.5617,4.4401541,6.271048138,4.774746597,2400,1009000000,948000000,618842083.1,1.421890804,12.6,802,0,3.519999981,8509514.766
113,2019,Bolivia (Plurinational State of),30,863,242,0,0,0,1105,1105,,1277085788,172348945.9,62.9084,4066959,6.9233799,245.9234772,6.762,175.1855224,67.96416144,51.65574,6.487149421,5.665476718,2.594564,77000,1111000000,977000000,598213046,1.399133355,12.6,863,0,3.819999933,18143112.18
168,2019,Cambodia,30,0,27,0,57444,0,27,57471,7.054106932,4583869552,127066695.5,51.2638,1429503.73,6.98908329,113.3104401,5.992,27.54318045,78.39658811,53.84483,1.11836066,0.342370159,8.243609722,70000,1162000000,5312000000,595407617.7,1.446411842,6.2,,10,0.147,49907737.4
171,2016,Cameroon,30,375413,3237,198889,0,28,378650,577567,4.535794236,1690777704,482443299,108.8318,343592,3.72950816,50.88278198,9.762,5.17153014,40.7195886,41.7675,1.52458664,4.3929148,4.217277505,,818000000,508000000,387437830.9,2.660502066,5.5,375413,6,3.575000048,30325690.37
264,2017,Cyprus,30,9790,5216,0,0,6000,15006,21006,5.852540355,727587525.9,17393637.96,4.582,711554,6.59893894,1750.507324,6.952,732.0699092,1011.199167,72.28343,34.21499653,36.70921083,7.038469238,,1378000000,3274000000,359061651,0.808217946,2.5,9790,7,11.05000019,0
271,2018,Czechia,30,2186,1910,0,1502,0,4096,5598,,17255840214,215528191,11.9314,8851291,7.52479792,1765.588623,10.6,1460.208509,305.3801147,76.322,30.21688169,14.1757715,3.188016289,12,6074000000,8283000000,2710017583,0.334427262,2.5,2186,7,2.24000001,0
372,2017,Georgia,30,2089,530,278103,587,0,2619,281309,4.842603225,817147707.2,72709178.06,46.408,341751,7.05804443,285.9877014,12.918,106.4327573,172.7549199,83.01189,19.47780786,17.80684888,4.38967294,,853000000,2971000000,321136644.6,0.013386075,8.3,2089,9,13.93999958,4159805.946
374,2019,Georgia,30,1355,1111,286216,559,593,2466,289834,4.982350475,1611168549,74297011.19,43.9616,509913,6.65744257,291.1220398,12.791,118.8232549,170.7610404,83.73393,23.56120512,13.00556825,4.324796561,,1124000000,3551000000,310614128.5,-0.17156574,8.7,1355,9,11.56999969,12659872.99
471,2018,Ireland,30,6012,7159,0,99,0,13171,13270,9.0301611,35791007858,58404053.9,7.0566,167598633,6.86017275,5484.221191,6.4,4065.235179,1418.983277,79.58999,29.6794357,37.94842582,5.132852037,,7541000000,15276000000,1107137377,1.238875453,2.5,6012,7,5.739999771,0
476,2017,Israel,30,25657,29704,0,42,0,55361,55403,4.377044428,40468098252,307634202,9.607,6993888,7.28954744,3118.433594,5.2,1992.135083,1083.36562,74.34011,28.40906334,39.30203468,4.609956531,,8985000000,7602000000,19434129702,1.938725674,2.5,25657,6,4.21999979,0
512,2017,Kenya,30,431895,56499,0,18500,0,488394,506894,3.815506427,-4215582552,814537157.1,75.078,5109576,4.1409831,65.11084747,5.582,27.95838025,23.42271518,65.40809,0.574066994,0.139106753,3.300067212,35000,,1564000000,1015384782,2.356477449,24.6,431895,7,3.513000011,60828911.1
514,2019,Kenya,30,438899,53008,0,18500,0,491907,510407,4.981132628,-7014963232,905484047.3,73.01,6417534.056,4.59182692,83.41162872,5.393,38.35184073,29.62033884,73.21648,0.934270271,0.13389515,4.883819736,74000,,1762000000,1116872420,2.272746379,24.8,438899,11,5.010000229,141589531.1
571,2016,Luxembourg,30,2020,2186,0,83,0,4206,4289,4.978190437,4393796578,13146888.68,5.0624,1845726,5.19496346,5475.139648,6.8,4623.004337,779.8645391,69.1733,35.06173351,47.71572202,6.061367935,,2048000000,5606000000,260729679.6,2.155311988,2.5,2020,3,6.289999962,0
795,2017,Romania,30,3911,1514,0,238,0,5425,5663,7.319448529,6243193605,329213431.8,36.211,4423249,5.1508317,555.1130981,13.4,436.2434062,118.8697443,73.04132,24.19256894,19.79243989,7.203158847,,4955000000,3553000000,3622068492,-0.578007015,2.5,3911,9,4.929999828,0
939,2019,Thailand,30,97556,855,0,475009,119,98411,573539,2.266433672,78022529929,1896124476,44.4696,76344410,3.78912091,296.1651001,7.786,212.2289622,83.59896967,80.09233,14.51882873,7.777313804,,61000,14969000000,64371000000,7286122371,0.283525943,8.2,97556,7,0.720000029,23445571.59
1008,2016,United States of America,30,272963,439864,0,0,0,712827,712827,,5.22E+11,13780157078,21.4754,824039000,16.84432411,9775,8.493,4965.938148,4809.061927,83.58991,32.72717192,37.56563201,1.210800813,1107000,1.48E+11,2.29E+11,6.40E+11,0.724676067,2.5,272963,11,4.869999886,0
37,2019,Armenia,30,17980,158,0,961,0,18138,19099,7.599999999,-466554617.3,44637121.88,20.282,193668,11.33526421,523.9990845,9.835,65.00251312,453.7813384,74.49401,13.04053682,15.26748038,7.284474482,,1543000000,1553000000,652000174.8,0.202624028,3.4,17980,6,18.29999924,7514761.949
48,2018,Australia,30,56934,60645,0,132,0,117579,117711,2.87097248,63470324894,262449765.5,11.3258,75667645.03,9.1550045,5364.542969,6.3,3689.900787,1674.641832,80.70552,33.8471546,32.93417118,,11000,42439000000,47327000000,26839820914,1.536105516,2.5,56934,11,5.300000191,0
89,2019,Belarus,30,2725,131,0,6466,0,2856,9322,1.4,6417698662,113308891.2,12.9962,3208254,5.86133957,399.3970947,12.8,281.0997602,117.7399783,74.29113,34.01110045,47.10760038,2.092653863,,1224500000,1290000000,773713028.7,-0.201786601,2.5,2725,3,4.159999847,5566088.59
150,2019,Burkina Faso,30,25869,29,560033,0,0,25898,585931,5.688115149,1391528674,380797098.6,99.8026,185841,5.46494246,42.3445282,7.914,17.7057667,17.94908109,51.40019,0.059124927,0.370501449,3.106051333,,185199996.9,173000000,357921557.5,2.844596498,14.4,25869,6,4.69299984,100370965.3
167,2018,Cambodia,30,0,0,0,57444,0,0,57444,7.469169207,3743367848,120698128.2,50.7204,1411059,6.18275642,92.90358734,5.997,24.98236818,61.8846752,53.7971,1.022782322,0.54251156,6.461264555,37000,1080000000,4832000000,543204689.1,1.490343156,6.8,,10,0.143000007,23339650.51
172,2017,Cameroon,30,337382,5765,221695,0,38,343147,564880,3.541176549,2279610196,495704088.4,105.8,236000,3.49216461,49.76703644,9.501,2.0749774,42.95634347,45.05227,1.556447382,3.60563123,3.348049329,,845000000,544000000,408157575.1,2.637754334,5.6,337382,6,3.599999905,30068461.27
173,2018,Cameroon,30,380327,8092,668494,0,25,388419,1056938,3.95551424,2286553875,549176541,103.4938,265136,3.46510625,53.17176819,9.266,3.22925578,45.31480416,46.00492,1.569673259,3.578059354,3.923726852,,915000000,633000000,429892180.6,2.612284161,5.6,380327,6,3.617000103,30453355.95
242,2019,Cote d'Ivoire,30,2020,151,0,955399,65,2171,957635,6.231709513,,1070750797,114.6898,748540,3.29862952,75.08779144,9.869,21.83628109,41.81110112,60.68796,0.842737656,1.05661165,7.557745703,720,702000000,550500000,535951382.2,2.549387092,14.9,2020,6,3.318000078,60153082.58
245,2016,Croatia,30,300,529,0,2873,14518,829,18220,3.532432232,4077587857,60604677.83,9.1792,1875433,6.82921791,840.9050293,12.3,695.9624863,144.8723926,72.15494,24.80146614,34.12004746,1.081090336,,954000000,9215000000,836685042.1,-0.698383457,2.5,300,5,13.10000038,0
307,2018,Egypt,30,246746,68168,0,5,0,314914,314919,,20408966151,1754438031,53.086,12386010,4.947577,125.545372,5.817,36.07154684,88.64061466,58.51399,6.730521069,7.991260389,4.680845684,8,2897000000,12704000000,3119587364,2.033272399,5.1,246746,5,9.819999695,30835487.01
400,2019,Guatemala,30,408,631,0,0,110600,1039,111639,3.866856575,3573030515,448500234.9,68.582,107350,6.21161032,271.0212708,4.72,104.1401696,164.5308704,62.59562,,11.22776295,4.085820617,21000,1128000000,1227199951,331882551.6,1.560386048,16.8,408,9,2.190000057,19499490.47
573,2018,Luxembourg,30,2020,1485,0,83,0,3505,3588,2.00437712,3749493027,15289147.12,4.6038,2099102,5.28587103,6227.083984,7.1,5288.111803,851.0274265,69.58703,37.12070435,45.2680618,0.8346095,,2872000000,5642000000,393243517.4,1.928837514,2.5,2020,3,5.590000153,0
584,2017,Malawi,30,8977,25987,0,0,357,34964,35321,4.000030517,100040585.9,90298016.17,132.671,10545,10.88755989,38.38741684,6.811,8.70149403,6.70905581,59.52076,0.061210413,0.098114362,,84000,120000000,35000000,47416537.07,2.666446457,16.5,8977,11,5.760000229,38448513.48
585,2018,Malawi,30,13783,23135,0,0,320,36918,37238,4.391688296,204492794.4,99107578.72,132.0948,10545,9.82898998,37.43349457,6.597,9.14875615,6.78386071,60.362,0.062601908,0.082631432,,20000,174000000,55000000,58369173.44,2.641745288,16.8,13783,11,5.757999897,42674981.67
783,2017,Rep. of Korea,30,2238,9559,0,197,0,11797,11994,,3.01E+11,2116379857,1.379,82818983,7.10694933,2257.517578,5.6,1307.409009,950.1085025,83.96525,41.48220183,52.53732967,3.204498989,4300,34453000000,17173000000,39170682136,0.280968018,2.5,2238,5,3.650000095,0
784,2018,Rep. of Korea,30,2890,19827,0,197,0,22717,22914,,2.92E+11,2247826137,1.3204,88157579,7.54388428,2543.596436,5.8,1486.904996,1056.691477,83.96046,41.59692858,50.62729196,2.897325057,1100,38022000000,23104000000,43069973343,0.47533441,2.5,2890,5,3.819999933,0
944,2018,Togo,30,12335,694,0,0,0,13029,13029,4.9762131,803868461.6,126937820.7,88.6878,566295,6.08747768,54.8932724,8.446,9.19254793,40.48107863,55.26888,0.331546351,0.477760878,5.179837321,,65000000,269000000,104378994.6,2.445903893,20.9,12335,6,3.729000092,15502433.76
987,2019,Ukraine,30,2166,2400,734000,35642,1680000,4566,2454208,3.199503862,-355343358.6,336147018.5,22.2942,7604522.332,7.09860182,248.1334839,14.7,111.1401367,135.3071426,70.2106,16.15913118,9.963399994,3.488738908,,8907000000,2595000000,5419138048,-0.53099416,2.5,2166,8,8.18999958,41051567.28
1002,2016,United Rep. of Tanzania,30,281498,8539,0,0,168785,290037,458822,,8713709592,648696271.4,119.34,1179664,3.9635036,37.1879921,6.868,15.10728419,8.53875,53.86676,0.600336706,0.244295723,6.474109727,36000,992000000,2149000000,544218297.9,2.997574458,24.1,281498,5,2.157999992,51970936.96
1003,2017,United Rep. of Tanzania,30,308528,44172,0,0,168581,352700,521281,,10699890294,692984259.7,118.385,1221678,4.08257437,39.79175949,6.622,15.37982642,8.81008099,53.98306,1.39674582,0.232515938,6.738898385,1900,873000000,2265000000,562697119.6,2.991812303,24.1,308528,5,2.177000046,91702236.21
1051,2016,Zimbabwe,30,7423,948,0,0,1671,8371,10042,0,-1911879590,280936103.8,90.6766,378803,7.67516281,112.411404,8.286,26.20058922,54.83767823,47.79435,1.217633426,2.178993496,0.674229568,400,406000000,194000000,358065000,1.549294088,,7423,5,4.788000107,40086041.93
277,2018,Dem. Rep. of the Congo,30,529065,5770,4516866,0,0,534835,5051701,,6328591633,831852644,122.6056,587653.0308,3.30249262,18.52062225,9.482,2.79260914,9.2056325,35.23313,0.005495545,0,6.023590474,81000,115000000,60500000,295348364.6,3.226698861,40.4,529065,6,4.451000214,119651006.7
305,2016,Egypt,30,213515,49844,0,19,0,263359,263378,,11950223917,2437389958,54.207,11844962,5.36399841,153.4869537,5.915,47.37620217,104.5597141,55.47428,4.731924302,6.477966766,4.768264891,820,4351000000,3306000000,4513022527,2.145222268,4.6,213515,2,12.40999985,33258019.14
341,2016,Fiji,30,7,0,0,0,0,7,7,2.445652008,373180942.8,26226337.59,48.663,1402765,3.27979708,185.346756,8.17,118.4408061,61.18199781,61.26819,1.413573376,8.503219284,,76000,119000000,1149000000,54411608,0.433535157,6.3,7,5,4.320000172,5488623.16
423,2018,Haiti,30,5,0,0,2992,0,5,2997,1.667810955,1077103208,365911837.1,50.9536,,4.57474232,63.13831329,8.534,7.69670437,31.37822167,37.85895,0.279596353,0.05324018,1.577768576,8800,599000000,620000000,139683.8816,1.274050225,47.9,5,2,13.85999966,21960660.11
508,2019,Kazakhstan,30,518,212,0,8386,0,730,9116,4.5,29147719136,306372434.5,28.978,7656866,2.78745675,272.9652405,7.19,163.6105336,109.354561,79.55915,13.54666679,16.56206824,4.1064518,,2955000000,2922000000,1928776022,1.28960849,2.5,518,8,4.800000191,5702828.594
586,2019,Malawi,30,14087,30824,0,0,239,44911,45150,5.448181336,385381899.5,102073819.4,131.5186,7117,7.39341164,30.40028763,6.418,9.90828818,7.2488487,60.9371,0.060970284,0.070326791,,117000,195000000,62000000,87020933.45,2.640937098,17.3,14087,11,5.751999855,94284862.37
607,2016,Mauritania,30,74147,573,0,0,0,74720,74720,1.260909224,1176593483,65300826.35,72.6426,280215,3.09649324,47.58857727,7.468,18.43224393,28.03567123,46.88194,0.267585246,1.277544816,2.17864758,,74000000,33000000,136064876,2.855988065,8.5,74147,2,10.26099968,25257694.04
644,2016,Morocco,30,4762,1943,0,0,0,6705,6705,1.05985639,17707685106,616757995.2,31.5508,7738637,5.23985195,154.1124115,5.093,65.50721199,88.36251943,69.23623,3.574041694,5.89351569,1.02348466,,2312000000,7922000000,3327031890,1.325902165,3.8,4762,2,9.300000191,6277429.73
722,2016,Oman,30,316,365,0,0,0,681,681,5.046423946,-3042733716,92159835.51,13.4434,7709851,4.35671568,636.8901367,2.498,566.1584664,70.73168981,68.05891,6.354835519,9.432849789,5.33650118,,2643000000,2324000000,7935955787,4.845733772,8.4,316,1,3.269999981,0
981,2019,Uganda,30,1359458,21804,0,0,2304506,1381262,3685768,6.438745034,"$5,311,522,063 ","$452,029,425.80 ",113.3068,"19,822.50",3.82522416,$32.41 ,6.381,4.89910268,13.89136746,59.9818,0.073120165,0.193609185,6.660145242,130000,596000000,"$1,400,000,000.00 ","$647,606,606.90 ",3.541932206,,1359458,5,1.924999952,133272991.9
13,2017,Algeria,30,94248,6353,0,0,0,100601,100601,1.3,50501024028,553135870.7,10.071,6230157,6.27938414,258.0639648,4.717,170.1995119,87.78980393,46.22686,7.756293558,9.90834104,0.803451451,,632000000,171000000,10073364021,2.044909313,2.7,94248,2,10.33300018,5144836.486
